setting_1,setting_2,setting_3,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21
-0.7731726061253288,0.33321104022361897,0.0,-1.2217665395362958,-0.7556871484677273,-0.4703999788898961,0.14168332871144426,1.1437376319138315,-1.2207248890855331,-0.3415824247172206,-0.7906522884457705,1.1748993222074802,-1.058890236879873,-0.30000042051243236,-1.2197478816447889,-1.4274020061337036,1.127182868157964,0.5764032068535584
0.6441254650708162,-1.0317203547636702,0.0,-1.0217829985561775,0.6029817049423747,0.056244062863312363,0.14168332871144426,-0.053906660251451625,-0.09370651645105259,-1.0217638300226843,-0.6408849476654468,-0.22164359146102583,-0.0855483023128742,-1.0879132752617025,0.2360918209960576,-0.1360175653099541,-0.14534891598013572,-0.40097978838872267
-0.8188918987445594,-1.7141860522573151,0.0,1.657996450579908,2.2960168428051384,2.446141391578816,0.14168332871144426,-0.664027337392375,0.8924345596009148,2.5149983373778095,2.1672526919656825,-1.3334544547700309,0.4706470888664613,2.220481951832577,1.0306709993604617,1.80105909592567,-2.0264828577494476,-1.9769867731556008
-2.7391021887522395,1.0156767377172633,0.0,0.2981083719139671,1.852369870263093,0.9406505127273526,0.14168332871144426,-0.6075346821014798,0.46980266986618774,4.83404559208428,1.156323141698491,-0.8453423684392595,-0.36364599790254193,5.048685445759636,1.521283646404251,1.1553668755137954,-1.97115538887389,0.0008742786532238587
0.049774661020819934,-1.0317203547636702,0.0,-0.32184060512508156,-1.1928099008253734,-0.5537297323318593,0.14168332871144426,0.57881107900565,-0.3754611096096727,-0.5132127526871425,-0.19158292532444912,0.37493784738774616,-0.36364599790254193,-0.19200970322807845,-0.23052346831190235,0.5096746551019206,0.3525983039000005,1.897440714600711
-1.0474883618407118,-1.3729532035104928,0.0,0.49809191289408533,0.004384503019779604,-0.3148511057982466,0.14168332871144426,0.6691993274710053,0.04717078012505431,-0.46973910760765714,0.18283542662637345,0.2935858329992072,0.053500545478798074,-0.49239164984908756,-0.299849168437684,0.5096746551019206,0.5739081794022702,0.5810222191183978
-0.17882180207533252,0.6744438889704413,0.0,0.9980507653448357,0.44313831042353474,-0.08152779616073447,0.14168332871144426,0.04778011927192856,0.04717078012505431,-0.3773576118138847,-0.004373749349051137,-0.3301129439790264,0.3315982410684658,-0.2606834117924082,-0.06787471032455712,-0.1360175653099541,0.2972708350244036,-0.27626645723779636
1.5127920248361955,-1.0317203547636702,0.0,1.4780112636975742,1.738196017035345,1.890609701965728,0.14168332871144426,-0.9125950206720057,1.033311856183428,-0.5326853228789893,0.5572537785771694,-1.6181865051295319,0.4706470888664613,-0.8577777175538107,1.0066736416246322,1.1553668755137954,-1.97115538887389,-1.508618929499803
-0.17882180207533252,1.0156767377172633,0.0,-0.5618208543014509,0.02395716357312586,-0.32485067621127306,0.14168332871144426,-0.27987728141477564,-0.516338406192186,-0.8523977544006995,-0.9778614644211685,0.7952565883947094,0.053500545478798074,-0.9023369941031905,0.11610503231686385,-0.7817097857218288,0.18661589727328845,0.9182101144524615
0.049774661020819934,0.33321104022361897,0.0,0.35810343420800256,0.8769989526889627,-0.21041114815098,0.14168332871144426,0.09297424350467043,1.033311856183428,-0.016435787560626216,-0.11669925493430057,-1.0622810734751065,1.1658913278374692,-0.5327571121349542,0.15610062854326176,-0.1360175653099541,-0.6432961358602327,-0.593130698606501
0.8727219281669687,0.33321104022361897,0.0,-1.4217500805166414,-1.3689638458053044,-1.0781516473266175,0.14168332871144426,1.708664184822013,-1.9251113719852868,-0.5698190613843332,-1.4646053219572406,1.3240446819196732,-1.3369879324695406,-0.3786344379524806,-1.5823746207641238,-1.4274020061337036,1.3484927436602336,0.5412987136406805
1.5127920248361955,-0.690487506016848,0.0,-0.6418142706934982,0.30612968655025935,-0.7170560490781102,0.14168332871144426,0.8725728865178941,0.18804807670756757,-0.2895046207158216,-0.6783267828605211,0.42917252364666936,-0.36364599790254193,-0.36867412907671443,-0.5211581342237493,-0.1360175653099541,-0.3666587914824054,-0.3169137651684487
-0.681734020886868,-0.008021808523203375,0.0,-0.36183731332110525,-0.39196187318510195,-0.2659643171122888,0.14168332871144426,0.6240052032382635,-0.6572157027682929,-0.04315396526562446,-1.277396145981816,1.1342233150132879,-0.36364599790254193,-0.3298813471396354,-0.7824626962361653,-0.7817097857218288,1.0718553992823672,1.0225997916380944
-0.498856850409946,-1.3729532035104928,0.0,0.2981083719139671,0.9487653747178,0.8517654423892382,0.14168332871144426,0.25115367831894586,0.32892537328367444,-0.10791158241522385,-0.3413502661047728,-0.018263555489909617,0.053500545478798074,0.003526886806151988,-0.7504662192550754,-0.1360175653099541,-0.3666587914824054,0.16623491773486812
-1.641839165890708,-0.690487506016848,0.0,1.0580458276390985,0.08104409018698136,0.044022365691810283,0.14168332871144426,0.025183057155621854,0.46980266986618774,-0.0644379373358209,0.257719097016522,-1.2927784475756843,0.3315982410684658,-0.09764888230001101,0.7746991835115055,-0.1360175653099541,-0.2560038537312509,-0.44070329386643997
-0.8188918987445594,-1.7141860522573151,0.0,-0.9217912280658911,-1.0965776531048625,-0.6048386477762674,0.14168332871144426,0.7143934517036187,-1.0798475925094264,-0.03273840446536114,-1.4646053219572406,0.90372594091271,-0.6417436934922097,-0.2182210423747612,-1.3130709395063997,-1.4274020061337036,-0.2560038537312509,0.5320606891110017
0.27837112411697235,-1.7141860522573151,0.0,-0.5218241461054272,-0.9514137540010045,-0.841495147551455,0.14168332871144426,0.27375074043525255,-1.3616021856680465,0.7348431414684958,-1.4646053219572406,0.822373926524171,-1.4760367802675363,0.9256417979864587,-0.6171475651670665,-0.1360175653099541,1.0165279304068096,1.5242245236008016
-2.1447513847022432,0.33321104022361897,0.0,0.01813141454157417,-0.6496685704705618,-0.27374176076686496,0.14168332871144426,1.008155259215863,0.04717078012505431,-0.008737329577804981,-0.7157686180555954,0.0224124517042828,-0.0855483023128742,0.15083461281053,-0.29718279535593045,-0.1360175653099541,-0.03469397822898123,0.3214337298338329
1.2841955617400431,-1.3729532035104928,0.0,-0.18185212643877144,0.8786300077350717,0.007357274177354558,0.14168332871144426,-0.325071405647389,-0.3754611096096727,-0.5951786876806516,-0.45367577169002227,0.4427311927114002,-0.6417436934922097,-0.36238340768151633,-0.7078042499469239,0.5096746551019206,0.8505455237800975,0.10803536319776044
1.7871077805515785,1.0156767377172633,0.0,-0.5618208543014509,-0.003770772210765884,-0.40040298599866014,0.14168332871144426,0.46582576842398804,0.32892537328367444,-1.3152109343089013,0.3700446026017714,0.822373926524171,1.0268424800457967,-1.30284625626452,-0.7877954423997198,0.5096746551019206,-0.2560038537312509,-0.31598996271548085
-0.9560497766022508,-0.3492546572700257,0.0,-0.6218159165954863,0.1658589525847286,-0.9648231826455494,-7.057993407198106,1.0194537902740162,-0.3754611096096727,-0.7668090156505735,-0.7906522884457705,0.7681392502652478,0.19254939327679355,-0.5075942265541616,-1.2037496431542203,-0.7817097857218288,0.7398905860289823,1.0872659633459774
